Record_ID,Country,City,Date,PM2_5,PM10,NO2,SO2,CO,O3,Temperature_C,Humidity,Wind_Speed_kmh,AQI
AQ_006347,France,Angers,2025-02-15,15.3,36.6,5.6,2.7,2.3,12.2,10.5,60.5,5.0,16.0
AQ_017221,Turkey,Antalya,2025-03-21,30.4,63.0,75.7,9.5,1.3,10.0,18.7,54.4,4.2,38.0
AQ_003035,Japan,Osaka,2025-02-18,6.7,13.0,5.0,10.0,3.5,20.5,18.4,46.3,2.8,9.0
AQ_015039,UK,Nottingham,2025-03-08,5.8,14.1,19.2,14.8,3.2,10.0,7.0,48.2,2.8,10.0
AQ_009728,India,Chennai,2025-03-23,19.3,44.6,13.1,3.3,3.4,10.0,6.5,64.0,3.4,20.0
AQ_005339,UK,Sheffield,2025-02-11,46.7,71.2,26.4,31.3,1.3,20.9,8.3,73.6,6.0,42.0
AQ_001893,France,Marseille,2025-03-17,7.8,14.6,32.8,5.7,3.6,10.0,17.0,57.7,7.3,13.0
AQ_007147,India,Lucknow,2025-01-15,5.2,10.0,14.6,7.5,2.5,20.6,13.5,52.8,1.9,9.0
AQ_015375,Canada,Kitchener,2025-02-22,165.4,276.7,5.9,2.0,1.3,10.0,13.1,82.9,4.9,123.0
AQ_001231,Japan,Hiroshima,2025-01-08,17.8,43.9,23.7,19.0,5.3,10.0,16.9,59.7,10.0,22.0
AQ_011494,Mexico,Monterrey,2025-02-09,100.0,120.3,21.7,5.3,4.1,10.0,8.4,92.4,2.9,69.0
AQ_004017,France,Rennes,2025-03-22,340.8,572.6,7.9,10.8,6.4,15.3,10.0,60.0,3.2,255.0
AQ_004385,China,Shenzhen,2025-02-28,11.9,17.7,5.0,5.1,3.4,10.0,18.6,64.3,4.2,11.0
AQ_017039,Turkey,Bursa,2025-01-04,51.7,99.6,13.9,3.0,1.3,13.0,12.4,48.6,9.3,44.0
AQ_007261,Canada,Kitchener,2025-02-07,9.3,12.1,17.0,10.3,1.7,16.0,13.9,88.7,6.8,11.0
AQ_011467,Spain,Alicante,2025-02-03,42.2,85.6,9.7,4.1,2.3,12.3,28.8,64.7,2.3,37.0
AQ_011985,South Korea,Anyang,2025-02-01,5.5,10.3,35.4,3.1,1.7,10.0,15.8,43.5,8.5,11.0
AQ_002148,South Korea,Anyang,2025-03-11,45.2,87.4,12.9,9.2,1.4,10.0,14.8,92.0,5.8,39.0
AQ_003270,South Korea,Changwon,2025-03-29,29.6,71.6,38.9,8.2,2.6,15.2,15.3,78.7,3.2,34.0
AQ_016739,Spain,Valladolid,2025-03-22,48.9,73.9,11.2,14.1,3.0,17.6,27.5,95.2,4.0,39.0
AQ_014134,Brazil,Maceio,2025-01-04,28.5,58.5,11.4,7.4,2.2,10.0,15.4,65.6,4.3,26.0
AQ_000830,Japan,Sendai,2025-03-20,5.0,10.0,26.3,11.5,2.3,12.7,24.8,57.4,2.9,10.0
AQ_013018,South Africa,Centurion,2025-02-28,19.2,44.8,8.8,3.5,0.7,10.0,20.1,43.1,6.0,19.0
AQ_006172,Mexico,Zapopan,2025-03-12,35.5,62.8,34.1,2.2,1.8,10.0,9.8,80.3,2.1,33.0
AQ_011104,Brazil,Belo Horizonte,2025-03-19,8.2,12.9,7.4,6.5,1.3,10.0,22.7,56.7,11.0,8.0
AQ_013535,USA,Dallas,2025-01-21,11.5,26.3,41.5,3.4,2.4,11.7,17.6,75.7,2.5,17.0
AQ_012732,Canada,Calgary,2025-01-12,9.6,18.6,45.6,3.0,1.1,16.1,13.4,87.6,4.3,16.0
AQ_002824,Iran,Hamadan,2025-03-25,24.2,29.4,6.7,7.1,3.5,17.8,4.9,43.5,3.2,19.0
AQ_008189,Brazil,Rio de Janeiro,2025-01-23,12.7,16.1,13.5,16.6,1.7,10.0,13.0,89.5,4.0,13.0
AQ_000608,India,Jaipur,2025-01-21,11.4,20.4,15.5,6.5,1.5,10.0,26.2,57.2,10.7,12.0
AQ_000001,Russia,Voronezh,2025-02-28,23.1,38.2,12.8,9.8,2.9,10.0,20.6,62.6,7.8,21.0
AQ_012036,France,Grenoble,2025-02-19,5.0,10.8,10.9,6.7,1.7,10.0,8.0,70.8,2.6,7.0
AQ_002180,Spain,Cordoba,2025-03-28,8.9,13.7,7.1,6.3,1.6,10.0,18.2,71.0,5.7,9.0
AQ_000277,South Korea,Cheongju,2025-03-28,15.9,22.1,14.3,6.3,1.7,10.8,6.0,63.8,2.0,14.0
AQ_000599,Brazil,Porto Alegre,2025-02-16,19.9,40.8,9.0,6.8,3.1,10.0,15.2,85.0,5.0,19.0
AQ_012867,South Africa,Nelspruit,2025-01-23,34.0,79.6,6.3,7.4,1.1,26.3,13.9,83.3,4.9,33.0
AQ_009327,South Korea,Seoul,2025-01-05,13.7,21.9,7.9,7.2,6.4,10.0,19.1,78.2,5.0,13.0
AQ_010239,Italy,Reggio Calabria,2025-01-01,21.1,34.9,44.2,7.0,2.7,51.2,7.1,41.9,3.4,27.0
AQ_012721,France,Reims,2025-01-02,17.8,37.3,13.9,3.4,4.9,10.4,1.5,39.0,3.6,18.0
AQ_016234,Spain,Vitoria,2025-02-27,38.1,63.1,9.0,8.5,1.8,10.0,3.5,95.2,11.7,31.0
AQ_004931,UK,Birmingham,2025-02-19,29.1,41.5,30.5,8.7,2.2,16.6,0.6,69.5,3.3,27.0
AQ_010382,Australia,Wollongong,2025-02-14,30.5,64.0,14.0,3.6,4.2,10.0,-6.2,63.3,5.7,28.0
AQ_012134,Mexico,Cancún,2025-02-14,36.6,55.2,8.7,9.4,2.8,10.0,12.6,87.2,2.9,29.0
AQ_015937,South Africa,Rustenburg,2025-03-17,53.2,85.8,38.7,8.4,4.6,38.1,29.0,62.9,11.9,48.0
AQ_009258,South Korea,Daejeon,2025-03-02,42.7,96.2,6.2,4.2,3.2,15.6,4.7,86.7,2.9,39.0
AQ_007643,France,Toulon,2025-02-03,5.0,10.0,20.8,4.7,2.8,16.1,17.8,59.1,4.0,9.0
AQ_013489,Russia,Volgograd,2025-02-13,10.7,20.8,5.0,8.4,1.4,10.0,28.6,56.0,8.6,11.0
AQ_013095,Iran,Shiraz,2025-01-21,18.0,40.0,17.1,6.5,4.3,10.0,9.3,68.2,10.6,19.0
AQ_015738,South Korea,Busan,2025-01-26,29.4,45.4,7.7,21.8,2.4,10.0,19.8,93.0,2.5,25.0
AQ_002859,Turkey,Eskisehir,2025-02-12,16.1,37.6,10.3,2.8,3.9,15.0,5.0,68.9,4.0,17.0
AQ_005048,Australia,Canberra,2025-02-05,72.7,142.8,7.2,4.3,2.9,10.0,20.9,48.3,5.1,60.0
AQ_011429,Mexico,Culiacán,2025-03-29,21.0,49.1,14.4,13.0,1.6,10.0,22.3,57.2,4.1,23.0
AQ_000812,UK,Newcastle,2025-01-28,,21.8,6.8,10.3,2.9,11.0,6.2,51.5,1.7,13.0
AQ_008561,India,Ahmedabad,2025-03-11,35.2,64.2,7.3,13.7,1.2,10.0,13.1,94.7,9.0,30.0
AQ_001553,Australia,Adelaide,2025-01-28,30.9,49.8,22.1,8.7,1.8,10.0,18.7,77.7,9.0,27.0
AQ_006425,Italy,Verona,2025-01-26,16.9,35.9,6.4,8.3,2.0,14.1,3.3,57.0,2.3,17.0
AQ_014147,South Korea,Goyang,2025-03-14,10.1,19.7,6.9,5.1,4.7,10.0,23.6,69.9,7.8,11.0
AQ_009410,Germany,Dortmund,2025-01-06,19.0,25.7,6.8,11.4,3.2,10.0,5.1,78.1,5.7,16.0
AQ_013330,Iran,Rasht,2025-02-27,15.4,29.3,9.3,2.0,2.6,23.0,20.3,40.0,14.6,15.0
AQ_010338,South Korea,Anyang,2025-01-14,5.0,10.0,16.5,3.3,1.9,16.9,6.6,73.2,5.3,8.0
AQ_011120,South Africa,Nelspruit,2025-01-24,81.0,170.2,5.3,3.6,3.5,18.3,9.4,42.3,3.4,69.0
AQ_000712,Brazil,Duque de Caxias,2025-03-27,42.9,86.9,13.0,2.7,2.5,10.0,17.9,46.9,13.7,38.0
AQ_013085,South Africa,Pietersburg,2025-02-11,14.4,34.1,13.4,2.5,4.3,10.0,6.4,100.0,5.2,16.0
AQ_009913,Italy,Padua,2025-01-11,26.9,58.6,5.0,2.4,2.4,11.6,6.0,43.5,2.2,24.0
AQ_017329,China,Dongguan,2025-02-28,19.4,41.1,20.6,4.6,1.2,14.9,11.9,62.1,5.9,21.0
AQ_013936,Brazil,Goiania,2025-01-07,62.3,84.7,11.1,6.1,2.7,10.0,-4.8,90.9,5.4,45.0
AQ_013782,Mexico,Aguascalientes,2025-03-20,16.5,32.4,30.4,7.9,4.3,10.0,9.8,63.4,4.3,19.0
AQ_009509,UK,Leicester,2025-02-13,70.3,105.3,5.5,3.1,1.7,10.0,9.8,69.0,5.6,51.0
AQ_003883,Mexico,Mérida,2025-03-24,16.4,23.7,5.0,12.6,3.6,10.0,15.3,43.8,2.6,14.0
AQ_014203,Germany,Hannover,2025-03-25,33.4,83.3,44.3,8.0,1.5,18.7,4.1,77.5,3.8,39.0
AQ_007296,India,Delhi,2025-02-22,12.3,22.8,19.5,15.7,0.9,10.0,13.5,85.1,3.5,15.0
AQ_013974,Iran,Rasht,2025-01-01,17.6,37.3,16.5,5.7,1.9,19.9,24.4,68.3,9.6,19.0
AQ_013528,USA,Dallas,2025-02-28,34.8,57.5,5.4,7.4,3.0,10.0,30.9,33.7,9.9,28.0
AQ_009819,Japan,Fukuoka,2025-03-20,5.0,10.9,5.0,12.2,2.3,10.0,-1.2,44.6,2.9,7.0
AQ_004282,Italy,Verona,2025-02-02,15.7,19.1,5.0,11.4,1.8,10.0,4.5,78.2,7.4,13.0
AQ_013824,South Korea,Pohang,2025-02-01,5.2,10.0,5.0,9.0,3.5,10.0,34.3,79.8,4.8,7.0
AQ_009854,South Africa,Pietermaritzburg,2025-02-12,18.9,41.7,12.6,6.7,2.4,12.5,16.8,80.2,3.4,20.0
AQ_014023,Canada,Vancouver,2025-03-29,12.4,24.8,7.4,6.6,1.2,12.5,9.7,61.8,2.9,13.0
AQ_001909,China,Foshan,2025-01-06,36.1,62.6,6.3,4.1,4.1,10.0,10.1,74.4,3.8,29.0
AQ_007593,Brazil,Rio de Janeiro,2025-03-21,33.4,72.3,20.6,9.8,2.6,16.9,26.0,79.5,5.6,33.0
AQ_013459,France,Bordeaux,2025-03-07,50.3,113.3,13.7,11.4,3.7,,-0.1,58.7,4.5,47.0
AQ_001148,Canada,London,2025-03-11,99.3,211.7,5.0,5.0,3.4,22.1,20.7,84.3,9.0,85.0
AQ_017061,Spain,Bilbao,2025-02-12,40.9,95.4,7.5,10.0,1.3,25.3,18.5,100.0,9.6,39.0
AQ_000703,Russia,Voronezh,2025-01-09,8.7,14.0,40.5,3.8,1.7,10.0,23.2,86.6,11.8,14.0
AQ_011840,Germany,Munich,2025-01-07,70.7,97.8,27.7,4.5,2.7,10.0,15.2,37.3,6.5,53.0
AQ_002899,Canada,Saskatoon,2025-03-09,11.4,27.6,5.6,3.2,3.6,25.6,22.5,70.5,3.3,13.0
AQ_017458,South Africa,Newcastle,2025-01-03,39.6,57.9,25.3,6.1,1.6,17.1,18.0,90.2,6.9,33.0
AQ_008488,France,Nimes,2025-02-13,12.0,24.3,33.6,4.2,1.3,14.1,21.2,45.9,2.3,16.0
AQ_008156,France,Lyon,2025-01-09,25.4,52.0,11.4,12.2,1.7,12.1,0.3,88.8,4.6,24.0
AQ_007521,Russia,Tyumen,2025-01-03,17.0,40.4,8.8,4.2,3.1,12.7,-0.3,37.6,4.1,18.0
AQ_008176,France,Toulon,2025-02-06,11.0,15.3,6.5,3.7,2.3,12.4,22.7,100.0,5.1,10.0
AQ_017097,USA,Dallas,2025-01-24,5.1,10.0,19.2,4.7,1.9,18.7,15.2,60.0,11.8,9.0
AQ_000571,South Korea,Ansan,2025-02-02,61.6,126.0,6.3,13.3,1.4,10.0,-7.5,69.4,4.3,53.0
AQ_003772,France,Toulon,2025-03-04,20.5,49.9,5.0,6.0,3.2,10.0,18.6,62.9,7.3,20.0
AQ_007904,Turkey,Eskisehir,2025-03-09,76.7,95.1,17.6,7.7,2.0,10.0,10.5,50.3,8.6,54.0
AQ_012517,Japan,Tokyo,2025-01-13,27.5,56.1,35.2,7.2,3.4,10.0,31.2,90.3,9.8,29.0
AQ_017053,Brazil,Natal,2025-02-13,26.9,62.2,5.0,5.6,1.4,15.8,14.9,89.7,2.8,26.0
AQ_001596,Australia,Brisbane,2025-01-05,31.7,46.8,8.5,3.5,5.5,13.3,26.6,64.1,3.6,25.0
AQ_016675,Brazil,Sao Goncalo,2025-02-20,14.5,26.2,21.9,4.9,2.5,26.2,6.7,79.5,4.3,17.0
AQ_012434,South Africa,Newcastle,2025-01-29,65.6,90.3,22.1,7.0,1.5,11.4,26.1,66.1,2.5,49.0
AQ_009527,France,Grenoble,2025-01-18,9.5,23.2,19.0,11.3,1.2,10.0,26.1,86.5,4.0,13.0
AQ_010620,Italy,Messina,2025-03-15,25.3,32.0,34.1,2.6,1.0,10.0,12.9,66.2,4.3,23.0
AQ_009042,China,Chongqing,2025-01-19,6.8,15.5,19.8,11.5,4.7,10.0,28.6,50.2,5.5,11.0
AQ_017748,Germany,Nuremberg,2025-01-15,10.9,13.3,12.6,4.3,2.1,11.0,21.9,32.8,5.1,10.0
AQ_000749,India,Kolkata,2025-02-11,20.3,30.9,13.3,4.5,1.4,10.0,35.0,57.7,9.0,18.0
AQ_010699,China,Chongqing,2025-01-05,11.8,26.2,7.5,8.8,1.4,12.5,-3.3,80.4,3.4,13.0
AQ_000493,Iran,Rasht,2025-01-10,13.6,24.0,5.0,11.6,1.6,44.6,19.0,49.0,10.9,15.0
AQ_014522,Spain,Zaragoza,2025-03-21,28.9,66.0,35.5,3.6,1.0,10.0,17.0,54.5,7.2,31.0
AQ_013726,Canada,Toronto,2025-02-28,11.0,18.1,19.7,11.9,2.3,10.0,8.5,35.7,3.3,13.0
AQ_008450,South Africa,Polokwane,2025-03-03,71.4,117.3,13.7,6.2,1.3,10.0,16.7,55.5,1.9,55.0
AQ_011908,Brazil,Sao Goncalo,2025-01-04,100.3,123.6,10.0,3.3,1.2,11.5,22.4,34.9,7.4,68.0
AQ_008010,Mexico,Juárez,2025-01-17,28.9,50.0,21.4,7.8,2.1,20.0,14.5,73.5,4.6,27.0
AQ_016690,France,Montpellier,2025-03-19,12.1,16.8,5.0,8.1,2.7,10.0,27.4,100.0,10.4,11.0
AQ_005702,Iran,Shiraz,2025-01-30,69.2,115.4,15.7,7.2,3.4,10.0,12.2,76.7,1.9,55.0
AQ_003231,Turkey,Ankara,2025-02-19,46.0,63.2,9.4,4.6,1.1,,6.9,85.1,4.7,34.0
AQ_014233,UK,Portsmouth,2025-03-05,5.8,10.0,9.5,4.5,4.3,31.0,21.5,42.9,5.5,9.0
AQ_012390,South Korea,Anyang,2025-03-12,16.4,26.1,9.1,8.4,2.6,10.0,24.3,86.6,6.9,15.0
AQ_000620,Russia,Novosibirsk,2025-01-07,36.2,47.5,54.3,16.6,2.2,10.0,15.4,47.9,4.9,35.0
AQ_001308,Russia,Samara,2025-01-27,51.8,78.9,8.0,2.3,1.9,28.8,23.9,56.8,5.0,40.0
AQ_015173,Spain,Malaga,2025-01-25,7.0,10.2,12.4,3.9,3.0,10.0,-0.7,77.3,7.1,8.0
AQ_014889,USA,Jacksonville,2025-02-10,40.9,77.6,13.5,6.0,1.7,10.6,20.6,61.3,10.8,35.0
AQ_000772,India,Bhopal,2025-01-07,46.1,63.7,12.8,6.9,4.0,14.5,14.7,48.2,2.6,35.0
AQ_003769,Australia,Townsville,2025-03-03,5.0,11.4,57.9,4.9,1.3,13.1,10.9,78.2,3.5,14.0
AQ_005205,USA,Fort Worth,2025-03-29,33.1,51.2,7.4,5.2,1.6,15.3,23.9,99.8,5.2,26.0
AQ_000394,Canada,Kitchener,2025-02-22,62.6,103.1,13.2,12.3,2.9,19.4,15.6,57.3,6.5,50.0
AQ_002383,Japan,Sakai,2025-02-18,38.2,63.6,25.6,6.5,1.6,10.0,27.8,75.6,2.7,33.0
AQ_015326,USA,Fort Worth,2025-02-18,14.6,28.0,19.4,4.7,1.9,10.0,-0.3,49.8,4.9,16.0
AQ_007804,South Korea,Seongnam,2025-02-17,47.9,72.3,15.8,5.8,1.8,19.6,19.0,50.5,5.7,38.0
AQ_016978,Brazil,Fortaleza,2025-02-02,32.1,79.8,14.6,5.5,1.4,10.0,12.2,56.3,3.0,32.0
AQ_016526,Australia,Newcastle,2025-03-26,21.7,27.2,20.2,6.7,1.1,11.4,8.5,47.3,4.6,19.0
AQ_000216,Spain,Malaga,2025-02-18,48.3,68.3,28.7,7.2,4.4,13.7,25.2,72.6,4.2,39.0
AQ_002412,Germany,Frankfurt,2025-02-14,29.7,41.7,7.2,4.6,2.3,38.6,23.8,49.4,3.7,25.0
AQ_016186,Russia,Ufa,2025-03-24,31.9,72.6,6.5,21.4,3.8,10.0,15.5,42.0,4.3,31.0
AQ_002294,Australia,Canberra,2025-02-18,21.6,40.7,5.0,5.6,,10.0,22.8,69.7,3.7,19.0
AQ_016199,Italy,Verona,2025-01-07,23.7,53.5,18.7,5.4,1.6,10.0,-3.1,71.4,2.2,24.0
AQ_011597,Spain,Hospitalet,2025-03-18,10.7,24.0,10.0,6.0,3.3,22.4,16.7,39.0,6.4,13.0
AQ_010539,UK,Cardiff,2025-02-27,16.1,21.3,7.9,5.0,1.6,10.0,13.4,54.4,2.1,13.0
AQ_007914,Japan,Kobe,2025-01-08,83.4,123.5,5.2,14.9,1.3,10.0,0.9,68.1,2.2,61.0
AQ_011521,UK,Newcastle,2025-03-07,22.5,49.0,10.3,2.8,3.3,10.0,13.9,10.0,2.2,22.0
AQ_014758,Turkey,Bursa,2025-03-07,38.7,59.0,54.3,4.5,1.9,15.5,21.0,78.0,3.3,37.0
AQ_015833,Italy,Modena,2025-02-20,5.0,10.0,5.0,2.6,1.4,10.0,29.1,79.4,12.3,6.0
AQ_004710,Turkey,Kayseri,2025-01-14,10.3,25.1,12.3,8.6,1.0,10.0,30.3,48.1,2.7,13.0
AQ_004734,South Korea,Jeonju,2025-03-01,30.2,52.2,32.1,16.9,3.2,14.0,9.0,48.0,5.6,30.0
AQ_010457,Brazil,Sao Goncalo,2025-02-06,33.2,65.5,34.4,2.2,2.6,15.5,-9.7,71.5,4.1,33.0
AQ_015271,South Africa,East London,2025-03-05,35.8,59.2,10.3,7.9,1.0,18.3,7.2,27.7,6.9,30.0
AQ_003468,Australia,Cairns,2025-01-15,25.8,31.0,9.1,7.6,1.0,18.5,11.4,98.3,4.4,20.0
AQ_006350,Spain,Cordoba,2025-02-22,58.1,126.4,17.4,3.5,1.6,11.5,-8.1,79.6,6.3,52.0
AQ_001265,France,Villeurbanne,2025-01-24,19.8,42.3,16.4,9.4,1.0,24.8,27.8,50.2,3.8,22.0
AQ_007266,Japan,Osaka,2025-01-29,11.0,26.7,30.4,8.8,3.8,10.0,18.0,73.3,2.4,16.0
AQ_013716,Germany,Wuppertal,2025-03-02,14.2,,8.0,5.4,2.1,16.0,6.1,55.3,3.1,12.0
AQ_005403,Canada,Oshawa,2025-03-10,7.0,14.5,9.6,3.5,0.8,10.0,10.7,41.7,3.3,8.0
AQ_009261,India,Kolkata,2025-03-29,35.5,62.4,16.9,6.3,2.3,10.0,3.2,45.6,3.6,31.0
AQ_012237,Mexico,Juárez,2025-02-04,38.7,71.5,13.9,14.8,2.9,10.0,8.3,45.5,3.8,34.0
AQ_001086,Italy,Padua,2025-02-04,43.1,103.8,17.0,5.6,2.6,12.2,16.8,57.1,4.6,42.0
AQ_007517,Iran,Rasht,2025-03-26,12.3,30.6,19.3,13.2,0.7,10.0,12.3,65.0,3.8,16.0
AQ_015000,USA,San Antonio,2025-02-21,6.8,16.9,56.9,5.6,2.6,10.0,23.2,67.0,3.0,16.0
AQ_010481,Brazil,Recife,2025-02-26,5.9,11.7,5.9,4.3,2.8,10.0,7.5,62.8,2.4,7.0
AQ_006799,Canada,Vancouver,2025-03-25,25.0,47.1,5.0,2.8,2.2,10.0,18.4,66.9,9.0,21.0
AQ_003615,Japan,Kumamoto,2025-03-05,8.6,14.3,7.4,7.0,1.1,12.7,23.5,64.3,5.2,9.0
AQ_012509,France,Nice,2025-03-29,41.8,64.6,28.0,6.5,2.9,10.0,30.2,59.2,6.9,35.0
AQ_002018,Iran,Kerman,2025-01-16,13.3,24.1,21.2,2.0,5.3,10.0,6.2,59.0,7.8,15.0
AQ_006773,UK,Birmingham,2025-03-08,23.4,37.9,9.8,2.4,2.8,10.0,8.0,33.2,4.0,20.0
AQ_012754,China,Wuhan,2025-02-09,8.4,18.8,22.8,4.9,5.9,10.0,21.6,66.5,2.9,12.0
AQ_001832,Brazil,Teresina,2025-01-18,10.9,17.8,9.6,7.7,3.3,10.0,-8.7,41.9,4.2,11.0
AQ_012524,China,Beijing,2025-01-06,183.7,294.6,9.9,2.7,2.0,10.0,31.0,68.6,2.3,135.0
AQ_002500,Australia,Perth,2025-01-02,51.9,65.6,14.8,12.9,2.6,14.1,10.8,39.2,2.3,39.0
AQ_013014,Brazil,Salvador,2025-02-20,11.3,18.2,5.0,13.0,1.5,13.2,10.3,97.5,2.3,11.0
AQ_015896,USA,San Francisco,2025-02-18,24.0,29.9,9.4,23.1,0.6,20.2,10.6,60.5,5.1,21.0
AQ_004498,Japan,Kawasaki,2025-01-25,14.6,20.7,7.1,8.7,3.6,15.3,11.7,83.2,4.3,13.0
AQ_009439,Iran,Yazd,2025-03-06,20.7,44.4,14.3,13.7,2.7,10.0,26.8,72.8,7.5,22.0
AQ_001178,Brazil,Belo Horizonte,2025-01-08,21.7,38.6,41.8,5.2,5.3,10.0,0.6,69.5,3.5,24.0
AQ_008290,Germany,Bremen,2025-02-13,12.9,27.1,9.9,4.5,1.0,10.0,16.8,100.0,13.8,
AQ_006492,Germany,Munich,2025-01-18,7.4,10.0,12.1,6.4,2.8,10.0,-10.0,69.8,7.4,8.0
AQ_003554,Germany,Mannheim,2025-01-08,9.6,23.7,37.2,4.4,0.9,10.0,8.0,72.0,5.1,15.0
AQ_016067,Australia,Canberra,2025-03-06,8.6,19.2,16.6,9.9,1.7,10.0,2.5,70.7,5.2,12.0
AQ_013090,Turkey,Bursa,2025-02-06,13.5,33.2,5.7,30.5,1.4,10.0,17.4,86.9,4.5,17.0
AQ_016251,France,Rennes,2025-01-02,12.6,23.8,12.4,4.2,2.3,10.5,3.2,40.1,5.0,13.0
AQ_015545,South Korea,Gimhae,2025-03-03,6.7,10.0,5.0,7.0,1.5,12.5,10.0,62.0,6.1,7.0
AQ_004903,Mexico,Saltillo,2025-02-02,23.5,40.9,9.9,8.4,1.1,10.0,11.5,81.7,10.6,21.0
AQ_005906,Spain,Murcia,2025-02-07,50.7,70.7,22.2,2.9,0.9,10.0,14.3,95.9,6.0,39.0
AQ_014696,Brazil,Curitiba,2025-02-11,42.4,85.5,5.0,5.4,1.8,24.2,7.3,39.2,1.9,37.0
AQ_012567,Iran,Tabriz,2025-02-20,14.4,19.7,5.0,6.4,1.7,14.7,15.8,56.7,2.7,12.0
AQ_000793,Turkey,Izmir,2025-02-06,5.3,11.1,7.9,12.1,4.7,10.4,13.6,57.6,4.1,8.0
AQ_012005,South Africa,Vereeniging,2025-03-31,40.1,95.1,36.3,7.0,2.4,10.0,17.4,82.4,7.7,42.0
AQ_010752,India,Kanpur,2025-03-06,14.9,36.0,5.0,10.5,1.4,13.6,6.0,100.0,2.6,16.0
AQ_000819,USA,Fort Worth,2025-02-10,17.2,37.1,12.2,18.3,2.4,10.0,21.9,100.0,3.5,19.0
AQ_005481,Brazil,Guarulhos,2025-03-29,17.1,23.7,39.0,8.7,1.2,10.0,19.5,92.6,3.4,19.0
AQ_017515,Turkey,Mersin,2025-03-08,28.2,51.0,21.8,6.4,1.6,10.0,-2.9,52.4,3.7,26.0
AQ_003847,China,Beijing,2025-01-27,14.7,26.7,5.3,10.0,2.6,10.0,6.6,88.6,5.9,14.0
AQ_008340,Canada,Ottawa,2025-01-20,63.6,122.8,25.2,9.8,4.0,10.0,11.5,53.3,2.8,56.0
AQ_017285,Turkey,Gaziantep,2025-02-15,77.7,119.1,24.4,2.0,0.8,10.0,-6.8,64.3,2.2,60.0
AQ_000645,Canada,St. John's,2025-03-27,28.8,36.5,9.7,7.8,3.4,10.7,13.0,38.4,9.4,22.0
AQ_010211,Japan,Osaka,2025-03-22,50.7,114.5,27.4,3.1,1.8,10.1,12.8,49.0,6.5,48.0
AQ_005806,South Korea,Daegu,2025-03-23,24.0,39.4,15.1,5.3,1.6,25.7,16.8,72.5,5.7,22.0
AQ_007527,China,Nanjing,2025-03-24,6.6,10.0,10.8,7.2,2.3,10.0,7.0,84.2,5.2,8.0
AQ_003278,UK,Brighton,2025-01-25,5.0,10.0,21.6,12.8,3.7,10.0,33.6,60.7,6.2,10.0
AQ_012999,USA,Jacksonville,2025-02-02,5.0,10.0,14.1,3.0,1.9,14.0,30.0,35.0,3.4,8.0
AQ_016110,Germany,Berlin,2025-03-28,48.2,116.8,11.0,11.5,1.1,11.2,-10.0,100.0,7.0,46.0
AQ_007360,South Korea,Suwon,2025-02-16,21.1,35.4,19.0,2.9,2.6,10.0,10.1,81.7,7.6,20.0
AQ_005199,UK,Leicester,2025-03-08,32.6,68.5,17.5,5.0,2.9,10.0,1.8,34.3,6.1,31.0
AQ_010099,Russia,Ufa,2025-01-01,113.3,235.6,11.3,2.0,2.2,10.0,14.6,46.0,2.6,95.0
AQ_005936,Germany,Cologne,2025-01-12,6.4,10.0,52.8,8.1,1.3,15.6,1.0,87.3,3.4,
AQ_009618,India,Jaipur,2025-01-28,34.4,83.1,5.0,6.6,1.0,15.1,21.9,79.0,2.3,33.0
AQ_001725,Italy,Turin,2025-02-05,25.2,45.9,10.7,15.8,2.0,13.3,3.1,71.2,9.2,24.0
AQ_017349,Turkey,Istanbul,2025-01-11,18.5,29.2,6.0,3.4,4.5,10.0,30.3,40.7,3.3,16.0
AQ_010791,South Korea,Goyang,2025-03-31,39.7,77.8,15.0,14.0,3.4,10.0,33.7,100.0,3.3,36.0
AQ_007108,South Korea,Busan,2025-01-17,7.3,16.0,15.2,6.1,0.7,10.0,37.4,52.2,6.6,10.0
AQ_009443,Brazil,Teresina,2025-02-09,6.7,14.8,22.4,2.6,2.2,10.0,21.1,49.4,11.1,10.0
AQ_013832,USA,Chicago,2025-02-24,31.9,60.0,32.4,3.7,3.1,18.4,1.0,65.1,5.3,32.0
AQ_013020,Japan,Nagoya,2025-03-10,10.4,18.6,9.0,6.9,4.1,,16.0,29.5,11.3,11.0
AQ_011332,Russia,Saratov,2025-01-23,20.5,35.1,17.8,12.1,2.6,11.2,8.9,100.0,4.3,20.0
AQ_003043,Mexico,Acapulco,2025-03-13,23.6,55.0,10.3,6.1,1.5,18.8,4.9,39.9,3.7,24.0
AQ_010060,Japan,Sakai,2025-03-04,17.8,41.6,13.2,8.3,1.5,33.4,18.6,41.0,1.9,21.0
AQ_000249,Germany,Wuppertal,2025-03-13,36.8,51.3,5.0,5.2,2.4,16.3,10.8,40.8,4.1,28.0
AQ_014775,France,Nantes,2025-03-29,19.7,39.6,8.8,25.0,1.0,12.8,11.8,53.6,8.0,21.0
AQ_001476,China,Nanjing,2025-01-25,18.8,22.7,7.1,3.4,2.4,16.8,9.3,44.7,2.1,15.0
AQ_016477,Turkey,Kahramanmaras,2025-03-29,23.4,28.7,37.4,5.1,2.1,10.0,15.7,77.0,3.4,22.0
AQ_017412,Australia,Melbourne,2025-02-14,34.1,51.8,7.6,2.7,10.1,10.0,36.7,34.9,11.4,27.0
AQ_003078,Australia,Adelaide,2025-02-01,12.4,24.5,36.6,2.7,3.4,10.0,8.8,84.8,2.7,17.0
